BMW,1 Series M,2011,335,6,MANUAL,rear wheel drive,Compact,26,19,46135
BMW,1 Series,2011,300,6,MANUAL,rear wheel drive,Compact,28,19,40650
BMW,1 Series,2011,300,6,MANUAL,rear wheel drive,Compact,28,20,36350
BMW,1 Series,2011,230,6,MANUAL,rear wheel drive,Compact,28,18,29450
BMW,1 Series,2011,230,6,MANUAL,rear wheel drive,Compact,28,18,34500
BMW,1 Series,2012,230,6,MANUAL,rear wheel drive,Compact,28,18,31200
BMW,1 Series,2012,300,6,MANUAL,rear wheel drive,Compact,26,17,44100
BMW,1 Series,2012,300,6,MANUAL,rear wheel drive,Compact,28,20,39300
BMW,1 Series,2012,230,6,MANUAL,rear wheel drive,Compact,28,18,36900
BMW,1 Series,2013,230,6,MANUAL,rear wheel drive,Compact,27,18,37200
BMW,1 Series,2013,300,6,MANUAL,rear wheel drive,Compact,28,20,39600
BMW,1 Series,2013,230,6,MANUAL,rear wheel drive,Compact,28,19,31500
BMW,1 Series,2013,300,6,MANUAL,rear wheel drive,Compact,28,19,44400
BMW,1 Series,2013,230,6,MANUAL,rear wheel drive,Compact,28,19,37200
BMW,1 Series,2013,320,6,MANUAL,rear wheel drive,Compact,25,18,48250
BMW,1 Series,2013,320,6,MANUAL,rear wheel drive,Compact,28,20,43550
BMW,2 Series,2016,240,4,AUTOMATIC,rear wheel drive,Compact,35,23,32850
BMW,2 Series,2016,240,4,AUTOMATIC,rear wheel drive,Compact,34,23,38650
BMW,2 Series,2016,320,6,AUTOMATIC,rear wheel drive,Compact,31,20,48750
BMW,2 Series,2016,320,6,AUTOMATIC,rear wheel drive,Compact,31,20,44150
BMW,2 Series,2016,240,4,MANUAL,rear wheel drive,Compact,34,22,32850
BMW,2 Series,2016,320,6,AUTOMATIC,rear wheel drive,Compact,30,20,50750
BMW,2 Series,2017,335,6,AUTOMATIC,rear wheel drive,Compact,32,21,49050
BMW,2 Series,2017,335,6,AUTOMATIC,rear wheel drive,Compact,32,21,44450
BMW,2 Series,2017,248,4,AUTOMATIC,rear wheel drive,Compact,34,23,38950
BMW,2 Series,2017,248,4,AUTOMATIC,rear wheel drive,Compact,35,24,33150
BMW,3 Series,2015,335,6,AUTOMATIC,rear wheel drive,Midsize,33,25,50150
BMW,3 Series,2015,240,4,AUTOMATIC,rear wheel drive,Midsize,35,23,37500
BMW,3 Series,2015,300,6,AUTOMATIC,rear wheel drive,Midsize,32,21,43750
BMW,3 Series,2015,180,4,AUTOMATIC,rear wheel drive,Midsize,45,32,39000
BMW,3 Series,2015,180,4,AUTOMATIC,rear wheel drive,Midsize,36,24,32950
BMW,3 Series,2016,180,4,AUTOMATIC,rear wheel drive,Midsize,42,32,39850
BMW,3 Series,2016,240,4,AUTOMATIC,rear wheel drive,Midsize,34,22,38350
BMW,3 Series,2016,240,4,MANUAL,rear wheel drive,Midsize,34,22,38350
BMW,3 Series,2016,180,4,AUTOMATIC,rear wheel drive,Midsize,36,24,33150
BMW,3 Series,2016,320,6,AUTOMATIC,rear wheel drive,Midsize,33,22,45800
BMW,3 Series,2017,248,4,AUTOMATIC,rear wheel drive,Midsize,34,23,38750
BMW,3 Series,2017,180,4,AUTOMATIC,rear wheel drive,Midsize,35,23,33450
BMW,3 Series,2017,180,4,AUTOMATIC,rear wheel drive,Midsize,42,32,40250
BMW,3 Series,2017,320,6,AUTOMATIC,rear wheel drive,Midsize,32,21,47900
BMW,4 Series Gran Coupe,2015,240,4,AUTOMATIC,rear wheel drive,Midsize,34,23,40300
BMW,4 Series Gran Coupe,2015,300,6,AUTOMATIC,rear wheel drive,Midsize,32,21,45800
BMW,4 Series Gran Coupe,2016,300,6,AUTOMATIC,rear wheel drive,Midsize,31,20,47950
BMW,4 Series Gran Coupe,2016,240,4,AUTOMATIC,rear wheel drive,Midsize,34,23,41650
BMW,4 Series Gran Coupe,2017,320,6,AUTOMATIC,rear wheel drive,Midsize,32,21,48300
BMW,4 Series Gran Coupe,2017,248,4,AUTOMATIC,rear wheel drive,Midsize,34,23,41950
BMW,4 Series,2015,300,6,AUTOMATIC,rear wheel drive,Midsize,32,21,46250
BMW,4 Series,2015,240,4,AUTOMATIC,rear wheel drive,Midsize,34,23,48750
BMW,4 Series,2015,240,4,AUTOMATIC,rear wheel drive,Midsize,35,23,40750
BMW,4 Series,2015,300,6,AUTOMATIC,rear wheel drive,Midsize,31,20,54900
BMW,4 Series,2016,240,4,AUTOMATIC,rear wheel drive,Midsize,34,23,50000
BMW,4 Series,2016,240,4,MANUAL,rear wheel drive,Midsize,34,22,41850
BMW,4 Series,2016,240,4,AUTOMATIC,rear wheel drive,Midsize,35,23,41850
BMW,4 Series,2016,300,6,AUTOMATIC,rear wheel drive,Midsize,31,20,48150
BMW,4 Series,2016,300,6,AUTOMATIC,rear wheel drive,Midsize,31,20,56950
BMW,4 Series,2017,248,4,AUTOMATIC,rear wheel drive,Midsize,34,23,50300
BMW,4 Series,2017,248,4,AUTOMATIC,rear wheel drive,Midsize,34,23,42150
BMW,4 Series,2017,320,6,AUTOMATIC,rear wheel drive,Midsize,29,21,57300
BMW,4 Series,2017,320,6,AUTOMATIC,rear wheel drive,Midsize,32,21,48500
BMW,5 Series Gran Turismo,2015,300,6,AUTOMATIC,rear wheel drive,Large,28,19,60700
BMW,5 Series Gran Turismo,2015,445,8,AUTOMATIC,rear wheel drive,Large,25,16,69100
BMW,5 Series Gran Turismo,2016,300,6,AUTOMATIC,rear wheel drive,Large,28,19,60900
BMW,5 Series Gran Turismo,2017,300,6,AUTOMATIC,rear wheel drive,Large,27,19,60900
BMW,5 Series,2015,255,6,AUTOMATIC,rear wheel drive,Large,38,26,57100
BMW,5 Series,2015,443,8,AUTOMATIC,rear wheel drive,Large,25,17,64900
BMW,5 Series,2015,241,4,AUTOMATIC,rear wheel drive,Large,34,23,49950
BMW,5 Series,2015,302,6,AUTOMATIC,rear wheel drive,Large,31,20,55600
BMW,5 Series,2016,255,6,AUTOMATIC,rear wheel drive,Large,38,26,57350
BMW,5 Series,2016,302,6,AUTOMATIC,rear wheel drive,Large,31,20,55850
BMW,5 Series,2016,240,4,AUTOMATIC,rear wheel drive,Large,34,23,50200
BMW,5 Series,2016,443,8,AUTOMATIC,rear wheel drive,Large,25,17,66300
BMW,6 Series Gran Coupe,2015,315,6,AUTOMATIC,rear wheel drive,Large,31,20,78300
BMW,6 Series Gran Coupe,2015,445,8,AUTOMATIC,rear wheel drive,Large,25,17,89600
BMW,6 Series Gran Coupe,2016,445,8,AUTOMATIC,rear wheel drive,Large,25,17,90900
BMW,6 Series Gran Coupe,2016,315,6,AUTOMATIC,rear wheel drive,Large,31,20,79500
BMW,6 Series Gran Coupe,2017,445,8,AUTOMATIC,rear wheel drive,Large,24,17,91200
BMW,6 Series Gran Coupe,2017,315,6,AUTOMATIC,rear wheel drive,Large,29,20,79800
BMW,6 Series,2015,445,8,AUTOMATIC,rear wheel drive,Midsize,25,17,94900
BMW,6 Series,2015,315,6,AUTOMATIC,rear wheel drive,Midsize,32,21,76100
BMW,6 Series,2015,315,6,AUTOMATIC,rear wheel drive,Midsize,31,20,83600
BMW,6 Series,2015,445,8,AUTOMATIC,rear wheel drive,Midsize,25,17,87400
BMW,6 Series,2016,315,6,AUTOMATIC,rear wheel drive,Midsize,31,20,77300
BMW,6 Series,2016,445,8,AUTOMATIC,rear wheel drive,Midsize,25,17,96200
BMW,6 Series,2016,315,6,AUTOMATIC,rear wheel drive,Midsize,31,20,84800
BMW,6 Series,2016,445,8,AUTOMATIC,rear wheel drive,Midsize,25,17,88700
BMW,6 Series,2017,315,6,AUTOMATIC,rear wheel drive,Midsize,30,21,77600
BMW,6 Series,2017,445,8,AUTOMATIC,rear wheel drive,Midsize,24,17,89000
BMW,6 Series,2017,315,6,AUTOMATIC,rear wheel drive,Midsize,29,20,85100
BMW,6 Series,2017,445,8,AUTOMATIC,rear wheel drive,Midsize,24,17,96500
BMW,7 Series,2015,535,12,AUTOMATIC,rear wheel drive,Large,20,13,141200
BMW,7 Series,2015,315,6,AUTOMATIC,rear wheel drive,Large,29,19,78000
BMW,7 Series,2015,445,8,AUTOMATIC,rear wheel drive,Large,25,16,91000
BMW,7 Series,2015,315,6,AUTOMATIC,rear wheel drive,Large,29,19,74000
BMW,7 Series,2015,445,8,AUTOMATIC,rear wheel drive,Large,25,17,87300
BMW,7 Series,2016,445,8,AUTOMATIC,rear wheel drive,Large,25,17,94400
BMW,7 Series,2016,320,6,AUTOMATIC,rear wheel drive,Large,29,21,81300
BMW,7 Series,2017,445,8,AUTOMATIC,rear wheel drive,Large,26,17,94600
BMW,7 Series,2017,320,6,AUTOMATIC,rear wheel drive,Large,29,21,81500
BMW,8 Series,1995,282,8,AUTOMATIC,rear wheel drive,Midsize,22,15,4784
BMW,8 Series,1995,322,12,AUTOMATIC,rear wheel drive,Midsize,19,12,5858
BMW,8 Series,1995,372,12,MANUAL,rear wheel drive,Midsize,18,10,8488
BMW,8 Series,1996,322,12,AUTOMATIC,rear wheel drive,Midsize,19,12,6954
BMW,8 Series,1996,282,8,AUTOMATIC,rear wheel drive,Midsize,19,14,5680
BMW,8 Series,1997,322,12,AUTOMATIC,rear wheel drive,Midsize,19,12,7624
BMW,8 Series,1997,282,8,AUTOMATIC,rear wheel drive,Midsize,19,14,6693
BMW,ActiveHybrid 5,2014,335,6,AUTOMATIC,rear wheel drive,Large,30,23,61400
BMW,ActiveHybrid 5,2015,335,6,AUTOMATIC,rear wheel drive,Large,30,23,61900
BMW,ActiveHybrid 5,2016,335,6,AUTOMATIC,rear wheel drive,Large,30,23,62100
